time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1995-05-17T11:23:49.540Z,-23.03,170.108,19.7,6.5,mw,,,,1.4,us,usp0006xk4,2022-04-29T17:02:43.399Z,"271 km E of Vao, New Caledonia",earthquake,,,,,reviewed,us,hrv
1995-04-23T02:55:55.110Z,51.334,179.714,16.9,6.5,mw,,,,1,us,usp0006w5n,2022-04-29T17:26:53.928Z,"260 km WSW of Adak, Alaska",earthquake,,,,,reviewed,us,hrv
1995-04-14T13:15:17.350Z,-60.774,-20.074,10.5,6.5,mwb,,,,1.2,us,usp0006vnq,2022-04-29T17:24:24.487Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1995-02-10T01:45:03.910Z,-37.855,178.602,28.3,6.5,mw,,,,1.2,us,usp0006spd,2022-04-29T17:39:27.750Z,"102 km NNE of Gisborne, New Zealand",earthquake,,,,,reviewed,us,hrv
1995-01-19T15:05:03.410Z,5.05,-72.916,17.3,6.5,mw,,,,0.9,us,usp0006rkq,2022-04-29T17:46:19.802Z,"16 km ESE of Páez, Colombia",earthquake,,,,,reviewed,us,hrv
1995-01-01T06:59:55.950Z,40.701,143.549,15.2,6.5,mwb,,,,1.1,us,usp0006qpv,2022-04-29T17:45:07.656Z,"174 km E of Hachinohe, Japan",earthquake,,,,,reviewed,us,us
1994-12-15T11:20:22.150Z,-37.282,177.523,33,6.5,mwb,,,,1.3,us,usp0006q2w,2022-04-28T17:18:10.472Z,"83 km NNE of Opotiki, New Zealand",earthquake,,,,,reviewed,us,us
1994-12-10T16:17:38.510Z,18.136,-101.384,48.1,6.5,mwb,,,,1.1,us,usp0006pwk,2022-04-28T17:17:17.679Z,"22 km SW of Guayameo, Mexico",earthquake,,,,,reviewed,us,us
1994-11-15T20:18:11.310Z,-5.589,110.186,560.6,6.5,mw,,,,0.9,us,usp0006npt,2022-04-28T17:20:42.545Z,"114 km NNW of Batang, Indonesia",earthquake,,,,,reviewed,us,hrv
1994-11-05T02:16:03.320Z,-57.193,157.858,24.7,6.5,mwb,,,,1.2,us,usp0006n54,2022-04-28T17:19:51.185Z,"Macquarie Island region",earthquake,,,,,reviewed,us,us
1994-10-01T16:35:20.790Z,-17.745,167.682,16.6,6.5,mw,,,,1.1,us,usp0006k95,2022-04-28T17:21:48.260Z,"67 km W of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,hrv
1994-08-19T10:02:51.830Z,-26.642,-63.421,563.6,6.5,mw,,,,0.9,us,usp0006h5m,2022-04-28T17:34:20.466Z,"46 km NNW of El Hoyo, Argentina",earthquake,,,,,reviewed,us,hrv
1994-07-13T11:45:23.360Z,-7.532,127.77,158.8,6.5,mw,,,,1.1,us,usp0006fkv,2022-04-28T17:37:06.117Z,"138 km NE of Lospalos, Timor Leste",earthquake,,,,,reviewed,us,hrv
1994-07-04T21:36:41.960Z,14.888,-97.322,14.6,6.5,mw,,,,1,us,usp0006f6f,2022-04-28T17:36:30.773Z,"108 km SSW of La Barra de Colotepec, Mexico",earthquake,,,,,reviewed,us,hrv
1994-06-04T00:57:50.660Z,-10.777,113.366,11.2,6.5,mw,,,,1.2,us,usp0006dp4,2022-04-28T17:38:32.778Z,"275 km S of Kencong, Indonesia",earthquake,,,,,reviewed,us,hrv
1994-05-29T14:11:50.960Z,20.556,94.16,35.6,6.5,mw,,,,1,us,usp0006dbh,2022-04-28T17:43:25.257Z,"74 km W of Yenangyaung, Myanmar",earthquake,,2.2,,,reviewed,us,hrv
1994-05-25T04:03:41.260Z,-4.199,135.489,33,6.5,mwb,,,,1.2,us,usp0006d2j,2022-04-28T17:43:05.166Z,"92 km S of Nabire, Indonesia",earthquake,,,,,reviewed,us,us
1994-05-11T08:18:15.670Z,-2.008,99.77,20.5,6.5,mwb,,,,1,us,usp0006cd7,2022-04-28T17:42:01.289Z,"133 km SSW of Padang, Indonesia",earthquake,,,,,reviewed,us,us
1994-04-13T22:22:29.900Z,-3.136,135.968,28.5,6.5,mw,,,,1.1,us,usp0006b1z,2022-04-28T17:44:49.941Z,"57 km ENE of Nabire, Indonesia",earthquake,,,,,reviewed,us,hrv
1994-03-31T22:40:52.150Z,-22.057,-179.533,579.8,6.5,mw,,,,0.9,us,usp0006aew,2024-01-17T20:45:46.346Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,hrv
1994-02-15T21:11:56.420Z,-20.399,168.866,19.5,6.5,mw,,,,1.3,us,usp00068js,2022-04-28T17:49:55.714Z,"104 km SSW of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
1993-12-29T08:39:44.830Z,-19.99,169.857,33,6.5,mw,,,,1.1,us,usp00065sp,2022-04-28T17:55:33.937Z,"78 km SE of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
1993-11-19T01:43:23.780Z,54.287,-164.164,30.3,6.5,mw,,,,1.2,us,usp00063vy,2022-04-28T17:56:18.749Z,"79 km SW of False Pass, Alaska",earthquake,,,,,reviewed,us,hrv
1993-10-13T03:07:30.990Z,-5.932,146.153,33,6.5,mw,,,,1.2,us,usp00061w6,2022-04-28T17:58:00.857Z,"50 km NE of Kainantu, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1993-09-30T18:27:50.810Z,15.417,-94.698,19.2,6.5,mw,,,,1.1,us,usp000619m,2022-04-28T18:01:52.475Z,"90 km S of San Francisco del Mar Viejo, Mexico",earthquake,,,,,reviewed,us,hrv
1993-09-07T02:48:50.850Z,-31.635,-179.44,10,6.5,mwb,,,,1.2,us,usp0005zvf,2022-04-28T17:59:46.557Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,us
1993-08-07T19:42:41.910Z,41.985,139.839,13.8,6.5,mwb,,,,0.9,us,usp0005y2x,2022-04-28T18:02:38.287Z,"69 km WNW of Kamiiso, Japan",earthquake,,,,,reviewed,us,us
1993-08-04T11:31:18.030Z,-1.629,99.615,31.6,6.5,mwb,,,,1,us,usp0005xxx,2022-04-28T18:02:22.882Z,"111 km SW of Padang, Indonesia",earthquake,,,,,reviewed,us,us
1993-06-06T13:23:20.860Z,15.823,146.595,13.5,6.5,mwb,,,,1.2,us,usp0005u48,2022-04-28T18:08:24.910Z,"112 km NE of Saipan, Northern Mariana Islands",earthquake,,,,,reviewed,us,us
1993-03-10T12:39:23.900Z,-59.7,-25.719,33,6.5,mw,,,,1.2,us,usp0005p91,2022-04-28T18:18:05.347Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,hrv
1992-11-28T03:13:33.360Z,-31.33,-71.992,11.7,6.5,mw,,,,1,us,usp0005hhf,2022-04-28T18:31:56.201Z,"85 km WNW of Illapel, Chile",earthquake,,,,,reviewed,us,hrv
1992-10-31T14:34:22.480Z,-2.321,141.262,5.7,6.5,mwb,,,,1,us,usp0005g4e,2022-04-28T18:34:31.867Z,"40 km N of Vanimo, Papua New Guinea",earthquake,,,,,reviewed,us,us
1992-10-30T02:49:48.170Z,29.941,138.975,393.1,6.5,mwb,,,,0.9,us,usp0005g1x,2022-04-28T18:34:29.206Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,us
1992-10-22T23:08:27.180Z,-30.125,-177,15.7,6.5,mwb,,,,1.1,us,usp0005fr7,2022-04-28T18:33:41.030Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1992-10-17T02:51:50.920Z,-19.226,169.553,11.8,6.5,mw,,,,1.3,us,usp0005feh,2022-04-28T18:32:45.766Z,"45 km NE of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
1992-07-10T09:31:27.590Z,44.695,149.482,19.9,6.5,mw,,,,1,us,usp0005am7,2022-04-28T18:40:56.503Z,"139 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1992-06-25T06:30:51.000Z,-28.314,-176.716,20,6.5,mw,,,,1.2,us,usp00059mp,2022-04-28T18:45:10.722Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
1992-06-22T04:00:41.000Z,-60.728,-21.969,11.8,6.5,mwb,,,,1.1,us,usp00059fc,2022-04-28T18:44:27.437Z,"east of the South Sandwich Islands",earthquake,,,,,reviewed,us,us
1992-05-21T04:59:57.570Z,41.604,88.813,0,6.5,mb,,,,0.8,us,usp00057t0,2014-11-07T00:50:40.114Z,"152 km SSW of Turpan, China",nuclear explosion,,,,121,reviewed,us,us
1992-04-03T03:19:51.430Z,-5.696,151.164,27.4,6.5,mwb,,,,0.9,us,usp000558t,2022-04-28T18:48:31.576Z,"114 km E of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,us
1992-02-06T01:12:38.550Z,-5.72,103.156,36.8,6.5,mwb,,,,1.1,us,usp00052p8,2022-04-28T18:54:31.004Z,"187 km S of Pagar Alam, Indonesia",earthquake,,,,,reviewed,us,us
1991-12-13T18:59:06.560Z,45.521,151.707,18.7,6.5,mwb,,,,0.9,us,usp00050db,2022-04-28T18:57:27.363Z,"Kuril Islands",earthquake,,,,,reviewed,us,us
1991-12-11T20:39:39.200Z,-23.368,171.044,36.6,6.5,mw,,,,1.4,us,usp00050a0,2022-04-28T18:57:21.972Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,hrv
1991-11-05T21:16:16.020Z,-16.908,66.162,10,6.5,mw,,,,1.4,us,usp0004yuw,2022-04-28T18:59:09.735Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,hrv
1991-10-18T17:22:55.150Z,-24.295,-177.561,197.5,6.5,mwb,,,,1.1,us,usp0004xzr,2022-04-28T19:02:05.307Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1991-08-14T19:15:03.670Z,-13.593,167.607,13.8,6.5,mw,,,,1.3,us,usp0004vbw,2022-04-28T19:05:19.814Z,"31 km N of Sola, Vanuatu",earthquake,,,,,reviewed,us,hrv
1991-04-04T15:23:20.700Z,-6.038,-77.13,20.7,6.5,mw,,,,1,us,usp0004pxr,2022-04-28T19:16:14.981Z,"4 km ENE of Rioja, Peru",earthquake,,,,,reviewed,us,nc
1990-10-25T11:01:38.720Z,8.307,126.462,44.1,6.5,mw,,,,1.1,us,usp0004g51,2022-04-28T19:36:22.980Z,"13 km E of Tidman, Philippines",earthquake,,,,,reviewed,us,nc
1990-09-23T21:13:07.460Z,33.267,138.643,10,6.5,mw,,,,1.3,us,usp0004f00,2022-04-28T19:38:43.112Z,"153 km SSE of ?yama, Japan",earthquake,,,,,reviewed,us,nc
1990-09-23T20:33:49.730Z,-6.726,130.373,33,6.5,ms,,,,1.1,us,usp0004ezz,2014-11-07T00:47:07.959Z,"289 km WSW of Tual, Indonesia",earthquake,,,,1,reviewed,us,us
1990-08-05T01:34:55.830Z,29.551,137.63,496.2,6.5,mw,,,,1.1,us,usp0004cz8,2022-04-28T19:39:28.664Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv
1990-07-17T21:14:43.860Z,16.495,120.981,23.1,6.5,mw,,,,1.3,us,usp0004c36,2022-04-28T19:43:44.560Z,"14 km NNW of Salinas, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-08T15:05:09.520Z,-18.874,-178.789,499.2,6.5,mw,,,,1.1,us,usp0004a9a,2022-04-28T19:46:10.458Z,"219 km ESE of Levuka, Fiji",earthquake,,,,,reviewed,us,hrv
1990-06-07T09:25:19.190Z,-3.563,144.432,29.3,6.5,mw,,,,1.2,us,usp0004a7d,2022-04-28T19:45:56.707Z,"68 km NE of Angoram, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1990-05-24T19:34:44.240Z,5.277,31.829,16.5,6.5,mw,,,,1.1,us,usp00049q9,2022-04-28T19:49:44.830Z,"54 km NNE of Juba, South Sudan",earthquake,,,,,reviewed,us,hrv
1990-05-08T00:01:40.020Z,6.905,-82.622,9.6,6.5,mw,,,,1,us,usp0004904,2022-04-28T19:48:41.652Z,"127 km SSE of Punta de Burica, Panama",earthquake,,,,,reviewed,us,hrv
1990-04-26T09:37:15.040Z,35.986,100.245,8.1,6.5,mw,,,,1.2,us,usp00048gu,2022-04-29T20:57:28.155Z,"153 km WSW of Xining, China",earthquake,,,,,reviewed,us,hrv
1990-04-19T12:40:38.690Z,1.108,123.429,23.7,6.5,mw,,,,1.2,us,usp000485m,2022-04-28T19:52:26.603Z,"75 km NNE of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,nc
1990-04-18T18:32:59.980Z,1.315,123.018,19.1,6.5,mw,,,,1.1,us,usp0004845,2022-04-28T19:52:13.772Z,"86 km N of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv
1990-03-15T04:56:34.520Z,-15.13,167.238,132.3,6.5,mw,,,,1.5,us,usp00046mh,2022-04-28T19:55:54.685Z,"20 km ESE of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,hrv
1990-01-04T05:32:21.040Z,-15.397,-172.85,53.5,6.5,mw,,,,1.2,us,usp00043wc,2022-04-28T20:00:39.337Z,"118 km ENE of Hihifo, Tonga",earthquake,,,,,reviewed,us,hrv
1989-12-20T00:08:20.610Z,8.094,126.828,21,6.5,mw,,,,1.2,us,usp00043a9,2022-04-28T20:04:46.989Z,"43 km ENE of Santa Maria, Philippines",earthquake,,,,,reviewed,us,hrv
1989-09-25T14:17:47.080Z,-20.355,169.277,33.9,6.5,mw,,,,1,us,usp000400f,2022-04-28T20:11:44.329Z,"90 km S of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv
1989-09-16T02:05:08.910Z,40.337,51.534,54.8,6.5,mw,,,,1,us,usp0003zmt,2022-04-28T20:11:29.648Z,"103 km E of Pirallah?, Azerbaijan",earthquake,,,,,reviewed,us,nc
1989-08-29T04:16:23.020Z,18.039,-105.667,21.4,6.5,mw,,,,1.2,us,usp0003z0u,2022-04-28T20:13:57.133Z,"165 km SW of La Manzanilla, Mexico",earthquake,,,,,reviewed,us,hrv
1989-08-20T11:16:56.510Z,11.766,41.942,11.6,6.5,mw,,,,1,us,usp0003ynm,2022-04-28T20:12:35.033Z,"12 km ENE of Gâlâfi, Djibouti",earthquake,,,,,reviewed,us,hrv
1989-07-22T05:02:11.510Z,2.299,128.142,141.8,6.5,mw,,,,1.1,us,usp0003xjb,2022-04-28T20:14:39.429Z,"64 km NNE of Tobelo, Indonesia",earthquake,,,,,reviewed,us,nc
1989-02-28T13:01:57.640Z,-23.113,-61.465,569,6.5,mw,,,,1.1,us,usp0003sea,2022-04-28T20:27:03.522Z,"86 km E of General Enrique Mosconi, Argentina",earthquake,,,,,reviewed,us,hrv
1989-02-14T06:20:21.330Z,-10.447,161.372,31.9,6.5,mw,,,,1.1,us,usp0003rwm,2022-04-28T20:25:41.272Z,"60 km W of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,hrv
1989-01-09T13:42:36.430Z,46.986,153.479,13.5,6.5,mw,,,,1.3,us,usp0003qpt,2022-04-28T20:27:53.555Z,"Kuril Islands",earthquake,,,,,reviewed,us,nc
1988-06-12T13:39:37.460Z,-10.747,165.171,14.4,6.5,mw,,,,1.3,us,usp0003gxk,2022-04-28T20:44:09.499Z,"68 km W of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv
1988-06-05T18:22:48.360Z,-15.397,167.578,110.2,6.5,mw,,,,0.9,us,usp0003gre,2022-04-28T20:43:43.083Z,"46 km ENE of Luganville, Vanuatu",earthquake,,,,,reviewed,us,hrv
1988-03-21T23:31:21.680Z,77.601,125.451,10,6.5,mw,,,,0.9,us,usp0003e6c,2022-04-28T20:52:19.791Z,"Laptev Sea",earthquake,,,,,reviewed,us,nc
1988-02-20T01:25:58.190Z,-7.14,127.004,314.5,6.5,mw,,,,1.1,us,usp0003d64,2022-04-28T17:27:47.367Z,"152 km N of Lospalos, Timor Leste",earthquake,,,,,reviewed,us,nc
1988-02-06T18:03:54.780Z,-17.756,-66.958,285.2,6.5,mw,,,,1.1,us,usp0003cte,2022-04-28T20:53:33.351Z,"32 km NE of Oruro, Bolivia",earthquake,,,,,reviewed,us,hrv
1988-02-05T18:49:31.850Z,-24.893,-70.554,30.7,6.5,mw,,,,1,us,usp0003cs5,2022-04-28T20:53:21.904Z,"57 km N of Taltal, Chile",earthquake,,,,,reviewed,us,nc
1987-11-17T03:40:08.970Z,12.534,-87.03,76.2,6.5,mw,,,,1.2,us,usp0003a67,2022-04-27T21:29:36.250Z,"4 km S of Chichigalpa, Nicaragua",earthquake,,,,,reviewed,us,hrv
1987-10-06T20:11:35.140Z,52.956,159.972,33.7,6.5,mw,,,,1,us,usp000391f,2022-04-27T21:31:52.360Z,"89 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,,reviewed,us,nc
1987-09-30T01:39:28.090Z,-18.162,167.865,51.4,6.5,mw,,,,1.2,us,usp00038uj,2022-04-27T21:36:21.583Z,"66 km SW of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,hrv
1987-08-15T18:04:23.120Z,-28.135,-70.884,37.4,6.5,mw,,,,1.2,us,usp00037ju,2022-04-27T21:38:20.592Z,"50 km NNW of Vallenar, Chile",earthquake,,,,,reviewed,us,nc
1987-07-08T11:50:14.790Z,-26.969,-108.156,10,6.5,mw,,,,0.9,us,usp00036fq,2022-04-27T21:39:09.538Z,"127 km E of Hanga Roa, Chile",earthquake,,,,,reviewed,us,hrv
1987-06-24T03:30:30.700Z,-21.179,173.581,33,6.5,mw,,,,1.3,us,usp0003615,2022-04-27T21:44:17.620Z,"Vanuatu region",earthquake,,,,,reviewed,us,hrv
1987-06-21T05:46:10.010Z,54.211,-162.601,33.6,6.5,mw,,,,1.1,us,usp00035yn,2022-04-27T21:43:44.984Z,"88 km SE of False Pass, Alaska",earthquake,,,,,reviewed,us,hrv
1987-06-06T18:40:27.480Z,10.672,126.115,14.4,6.5,mw,,,,1.2,us,usp00035k6,2022-04-27T21:41:54.054Z,"42 km SE of Sulangan, Philippines",earthquake,,,,,reviewed,us,hrv
1987-05-11T09:59:34.120Z,4.47,127.709,94,6.5,mw,,,,1.2,us,usp00034x3,2022-04-27T21:45:36.665Z,"269 km SE of Pondaguitan, Philippines",earthquake,,,,,reviewed,us,nc
1987-05-06T12:39:49.110Z,-5.715,152.656,20,6.5,mw,,,,1.3,us,usp00034sg,2022-04-27T21:45:19.279Z,"157 km SSE of Kokopo, Papua New Guinea",earthquake,,5.7,,,reviewed,us,hrv
1987-04-29T14:27:35.740Z,-19.013,-177.736,384.9,6.5,mw,,,,1.1,us,usp00034k1,2022-04-27T21:48:12.335Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1987-03-02T01:42:34.110Z,-37.965,176.765,19.2,6.5,mw,,,,1.5,us,usp00032x6,2022-04-27T21:48:29.806Z,"6 km WNW of Edgecumbe, New Zealand",earthquake,,,,,reviewed,us,hrv
1987-02-10T00:59:28.570Z,-19.489,-177.456,394.5,6.5,mw,,,,1,us,usp00032bc,2022-04-27T21:51:52.048Z,"297 km NW of Haveluloto, Tonga",earthquake,,,,,reviewed,us,nc
1987-01-09T08:01:35.950Z,-19.469,-176.538,33,6.5,mw,,,,1.1,us,usp00031hm,2022-04-27T21:54:57.732Z,"231 km NW of Nuku‘alofa, Tonga",earthquake,,,,,reviewed,us,hrv
1986-12-21T01:10:51.170Z,-28.101,-176.737,17.1,6.5,mw,,,,1.2,us,usp000311j,2022-04-27T21:58:42.811Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
1986-12-19T03:41:55.310Z,-9.917,119.201,24.9,6.5,mw,,,,1.4,us,usp00030zf,2022-04-27T21:58:13.976Z,"120 km WSW of Waingapu, Indonesia",earthquake,,,,,reviewed,us,nc
1986-10-23T16:23:49.280Z,-11.086,165.537,23.6,6.5,mw,,,,1,us,usp0002z92,2022-04-27T22:03:28.047Z,"49 km SW of Lata, Solomon Islands",earthquake,,12,,,reviewed,us,hrv
1986-09-13T15:17:21.010Z,-31.827,-179.937,215.3,6.5,mw,,,,1.1,us,usp0002y1t,2022-04-27T22:05:25.138Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
1986-09-12T23:57:15.610Z,56.201,-153.405,31.3,6.5,mw,,,,1.1,us,usp0002y12,2022-04-27T22:05:20.464Z,"95 km SSE of Akhiok, Alaska",earthquake,,,,,reviewed,us,nc
1986-09-11T00:18:25.590Z,-5.187,152.442,51.2,6.5,mw,,,,1.3,us,usp0002xzc,2022-04-27T22:05:02.341Z,"95 km SSE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1986-07-07T16:26:56.610Z,10.389,56.832,7.8,6.5,mw,,,,1.2,us,usp0002vss,2022-04-27T22:09:22.834Z,"Carlsberg Ridge",earthquake,,,,,reviewed,us,nc
1986-06-28T05:03:47.470Z,-20.037,-176.056,211.2,6.5,mw,,,,1,us,usp0002vg9,2022-04-27T22:15:37.305Z,"151 km NW of Nuku‘alofa, Tonga",earthquake,,,,,reviewed,us,hrv
1986-06-18T08:05:15.450Z,51.356,-176.653,27,6.5,mw,,,,,us,usp0002v5r,2022-04-27T22:14:20.495Z,"57 km S of Adak, Alaska",earthquake,,,,,reviewed,bou,hrv
1986-05-17T16:20:22.230Z,52.327,-174.504,26.2,6.5,mw,,,,1,us,usp0002u3x,2022-04-27T22:17:26.346Z,"25 km NW of Atka, Alaska",earthquake,,,,,reviewed,us,hrv
1986-04-14T00:25:12.490Z,-13.923,166.831,29.4,6.5,mw,,,,1.3,us,usp0002swe,2022-04-27T22:18:59.737Z,"78 km W of Sola, Vanuatu",earthquake,,,,,reviewed,us,nc
1986-03-06T00:05:38.350Z,40.368,51.555,33,6.5,mw,,,,1.1,us,usp0002rjw,2022-04-27T22:21:03.863Z,"105 km E of Pirallah?, Azerbaijan",earthquake,,,,,reviewed,us,hrv
1986-02-03T20:47:35.340Z,27.791,139.552,508,6.5,mw,,,,1.2,us,usp0002qpu,2022-04-27T22:23:46.836Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,nc
1985-12-27T05:38:53.450Z,-5.763,104.191,24.5,6.5,mw,,,,1.2,us,usp0002pfd,2022-04-27T22:30:18.133Z,"124 km WSW of Bandar Lampung, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-12-21T02:46:33.270Z,-14.092,166.654,33,6.5,mw,,,,1.1,us,usp0002p4u,2022-04-27T22:29:24.013Z,"99 km WSW of Sola, Vanuatu",earthquake,,,,,reviewed,us,hrv
1985-11-16T04:12:18.830Z,-38.577,78.368,10,6.5,mw,,,,1.3,us,usp0002mu8,2022-04-27T22:31:51.831Z,"Mid-Indian Ridge",earthquake,,,,,reviewed,us,hrv
1985-11-07T19:12:31.010Z,-35.257,-179.347,44,6.5,mw,,,,1,us,usp0002mhs,2022-04-27T22:30:49.723Z,"east of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
1985-10-31T21:49:20.220Z,-28.692,-63.171,596,6.5,mw,,,,0.9,us,usp0002mbn,2022-04-27T22:35:55.136Z,"23 km WSW of Colonia Dora, Argentina",earthquake,,,,,reviewed,us,nc
1985-10-09T01:15:04.660Z,-6.791,107.082,153.8,6.5,mw,,,,1.3,us,usp0002km5,2022-04-27T22:33:09.044Z,"19 km W of Ciranjang-hilir, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-09-10T04:07:47.440Z,-6.394,149.733,10,6.5,mw,,,,1.1,us,usp0002jkc,2022-04-27T22:36:50.926Z,"29 km SE of Kandrian, Papua New Guinea",earthquake,,,,,reviewed,us,nc
1985-08-12T03:49:18.090Z,37.771,141.773,51.6,6.5,mw,,,,1,us,usp0002hmv,2022-04-27T22:39:44.371Z,"75 km ENE of Namie, Japan",earthquake,,2.3,,,reviewed,us,hrv
1985-07-03T15:55:48.770Z,-17.243,167.834,28.6,6.5,mw,,,,1.1,us,usp0002gcy,2022-04-27T22:43:03.524Z,"74 km NW of Port-Vila, Vanuatu",earthquake,,3.7,,,reviewed,us,nc
1985-06-23T13:01:37.150Z,-11.012,163.584,35.8,6.5,mw,,,,1.3,us,usp0002g32,2022-04-27T22:46:14.738Z,"192 km ESE of Kirakira, Solomon Islands",earthquake,,9.1,,,reviewed,us,hrv
1985-05-15T20:12:45.810Z,-56.637,-25.33,33,6.5,mw,,,,1.1,us,usp0002evn,2022-04-27T22:47:32.663Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,nc
1985-04-03T20:21:36.260Z,28.23,139.525,468.7,6.5,mw,,,,1.2,us,usp0002ded,2022-04-27T22:48:42.787Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,nc
1985-03-25T05:14:35.140Z,-34.254,-72.185,45,6.5,mw,,,,1.1,us,usp0002d6c,2022-04-27T22:53:42.378Z,"86 km WNW of Santa Cruz, Chile",earthquake,,3.4,,,reviewed,us,nc
1985-03-18T19:49:45.840Z,7.758,123.544,33,6.5,mw,,,,1.1,us,usp0002d0r,2022-04-27T22:53:26.008Z,"10 km SE of Muricay, Philippines",earthquake,,,,,reviewed,us,hrv
1985-03-16T14:54:00.720Z,17.013,-62.448,13.4,6.5,mw,,,,1,us,usp0002cy6,2022-04-27T22:53:16.905Z,"18 km SE of Market Shop, Saint Kitts and Nevis",earthquake,,3,,,reviewed,us,nc
1985-03-13T19:34:57.690Z,43.51,-127.561,10,6.5,mw,,,,1.1,us,usp0002cuh,2022-04-27T22:52:51.903Z,"259 km W of Bandon, Oregon",earthquake,,,,,reviewed,us,hrv
1984-11-22T17:07:36.160Z,-17.779,-178.05,645.8,6.5,mw,,,,1,us,usp00029ad,2022-04-27T23:08:34.089Z,"280 km E of Levuka, Fiji",earthquake,,1.5,,,reviewed,us,hrv
1984-06-18T11:20:17.940Z,-15.705,-72.491,116.8,6.5,mw,,,,1,us,usp000253j,2022-04-27T23:20:45.835Z,"7 km WNW of Uñon, Peru",earthquake,,,,,reviewed,us,hrv
1984-04-23T21:40:35.510Z,47.45,146.692,414.1,6.5,mw,,,,1,us,usp00023ue,2022-04-27T23:27:31.501Z,"263 km NNW of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv
1984-04-18T06:49:13.940Z,-15.934,-174.352,149.7,6.5,mw,,,,1.1,us,usp00023n2,2022-04-27T23:26:13.797Z,"59 km W of Hihifo, Tonga",earthquake,,,,,reviewed,us,hrv
1984-03-27T20:06:33.250Z,-4.647,145.805,27.6,6.5,mw,,,,1.2,us,usp000231k,2022-04-27T23:32:04.750Z,"63 km N of Madang, Papua New Guinea",earthquake,,2.8,,,reviewed,us,hrv
1983-10-25T00:36:23.430Z,1.131,120.858,33,6.5,mw,,,,1.3,us,usp0001z8j,2022-04-27T23:48:34.147Z,"250 km NNE of Palu, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-22T13:07:39.170Z,-60.62,-25.392,33,6.5,mw,,,,1.1,us,usp0001z5u,2022-04-27T23:48:24.850Z,"South Sandwich Islands region",earthquake,,,,,reviewed,us,nc
1983-10-16T05:32:28.710Z,1.084,121.052,40.1,6.5,mw,,,,1.1,us,usp0001z19,2022-04-27T23:48:07.958Z,"231 km WNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,nc
1983-10-15T10:56:50.800Z,-8.101,156.311,7.4,6.5,mw,,,,1,us,usp0001z0k,2022-04-27T23:48:01.489Z,"58 km W of Gizo, Solomon Islands",earthquake,,3.3,,,reviewed,us,nc
1983-08-25T20:23:33.320Z,33.509,131.484,126.4,6.5,mw,,,,1.1,us,usp0001xxv,2022-04-27T23:53:34.888Z,"6 km SE of Bungo-Takada-shi, Japan",earthquake,,1,,,reviewed,us,nc
1983-08-17T12:17:56.010Z,18.231,120.86,28.8,6.5,ms,,,,1.1,us,usp0001xr0,2022-04-27T23:53:19.362Z,"16 km ENE of Piddig, Philippines",earthquake,,,,7,reviewed,us,us
